ax_lin,ay_lin,az_lin
-3.555600,-4.408700,12.308300
0.430000,4.599800,12.246700
3.211200,8.427800,1.309900
0.113900,11.836300,-13.929100
2.091200,8.583800,-19.578700
4.721200,4.678000,-21.961600
2.834000,-4.065000,8.622600
5.932100,-4.168600,-2.940200
5.170900,-4.252600,8.551300
3.000300,-4.455300,10.696200
1.634100,-5.743700,9.818100
1.945200,-7.409300,12.282600
0.500900,1.078000,12.221200
0.784400,5.953100,12.160000
1.862400,9.428800,5.992100
-0.024800,10.663700,-11.758200
0.537700,7.195500,-19.396600
1.509700,3.880400,-22.283200
1.978800,-1.353100,-17.424800
2.602800,-2.275700,-3.330100
2.106000,-2.802900,7.584200
-1.467200,-2.038200,9.448000
-2.999300,-7.282600,9.119500
1.343300,-0.986000,-18.502700
-2.759900,-4.195800,12.402000
0.394800,-0.662200,12.340000
3.164300,5.303500,5.689800
2.304900,7.898300,-12.714300
1.700000,-2.688500,-16.077600
5.416200,7.805600,-21.797500
6.187400,-2.363800,-14.599000
6.304200,-3.619700,0.887600
3.563200,-5.405600,10.162700
1.379200,-3.312500,9.182500
3.188200,-4.756700,12.474600
1.844900,-7.085000,12.412300
0.217600,2.313400,12.350200
1.744000,5.878800,12.288400
0.670100,9.593100,-6.572200
0.280700,4.886300,-17.427500
