ax_lin,ay_lin,az_lin
-0.323700,-10.206300,11.674500
-5.181100,-11.106100,11.616100
-1.075500,-10.910000,11.558100
-7.297000,-11.031800,11.500300
-2.851900,-10.962300,11.442800
16.350700,-10.078200,11.385600
10.773600,-9.615600,11.328600
4.445200,-10.716100,11.272000
2.457000,-9.666400,11.215600
7.441900,-10.468800,11.159600
1.404200,-9.456100,11.103800
1.721300,-10.197600,11.048200
21.108300,12.442200,-25.895900
-9.516900,-11.891300,11.122500
-0.654500,-12.353700,11.066900
-2.560000,-10.881200,11.011500
-4.753900,-11.639400,10.956500
6.062700,-11.957700,10.901700
4.940900,-12.529400,10.847200
7.744900,-11.747100,10.792900
1.009800,-10.330100,10.739000
-5.860800,-10.085400,10.685300
-6.367700,-9.343900,10.631900
-8.409100,-8.808600,10.578700
-5.850500,-2.518600,10.525800
-9.062200,-5.732700,10.473200
-6.193000,-6.740600,10.420800
9.199100,-6.599700,10.368700
-13.271400,-9.221400,10.316900
-2.345500,-4.969200,10.265300
-8.255600,-6.012000,10.214000
-0.307400,-5.838900,10.162900
-5.786900,-3.443400,10.065000
-3.925400,-3.819400,9.516600
-6.229200,-4.322200,9.276000
20.763700,-0.559200,9.284400
8.804200,-4.891100,8.959200
1.873200,-1.230100,9.381500
20.334800,-5.701700,9.329800
3.442200,23.497000,-21.820300
5.600700,-4.565800,9.268300
14.585400,-5.126800,9.224400
8.707400,-5.727900,9.164000
2.263000,-6.595300,8.870300
13.516300,-4.751200,8.744900
6.611800,-5.730700,8.927600
0.695000,-4.115000,9.018800
12.571000,-5.436100,8.768800
10.577900,-2.863800,7.967100
8.111000,-6.543200,7.162300
6.979000,-4.520600,7.095500
6.498400,-5.782500,6.195000
25.212800,-2.188500,5.263200
-4.724600,-5.790300,3.161300
-6.695600,-3.278200,-1.213100
14.294400,-0.392600,-7.264700
3.189400,3.855900,-13.240800
-4.802600,2.385400,-19.515900
-6.549200,7.842500,-24.541900
-4.085700,7.476800,-27.798300
-11.257300,6.607800,-29.227400
-2.705500,8.028400,-29.081200
-6.800300,6.446400,-25.742600
-4.821700,6.500000,-20.330600
-13.781700,8.121300,-10.082000
-7.829100,8.924300,-28.655100
-5.375900,12.597200,10.531400
-3.504500,1.491200,10.478800
-7.581100,-6.971300,10.426400
-5.987100,-9.700800,10.374200
-13.561400,-8.263000,10.322400
3.997900,-3.705800,10.270800
-13.513600,-5.700900,10.219400
-5.598700,-5.043300,10.168300
-3.409200,-3.216500,10.117500
-2.072000,-3.403000,10.066900
-2.631200,-0.454800,10.016500
-3.363900,-2.142100,9.966500
-9.221300,-6.602000,6.380800
-6.051000,-0.704300,-2.323000
-8.284700,-3.827300,9.896300
-7.878600,1.124700,-19.487800
-6.645300,2.942100,-25.076300
-6.126000,9.628500,-27.796300
-13.139600,13.421800,-28.834500
5.809300,15.525700,-28.571200
-13.103000,15.631600,-28.061400
-10.830800,14.102100,-26.453100
-8.334000,13.755200,-24.116500
-3.919400,16.581800,-19.232200
-12.743300,21.224500,-12.725700
-8.869100,-7.652200,11.048600
-6.382100,8.662300,9.902500
-9.109800,6.331300,10.943900
-6.411900,3.876100,10.889200
-9.361000,0.537100,10.834700
-4.879400,-7.427300,10.780500
-6.008400,-4.673500,10.726600
-6.617000,-12.173400,10.673000
-12.136400,-13.914200,10.619600
-2.464900,-13.065300,10.566500
-11.448600,-13.576700,10.513700
3.111900,-9.698300,10.461100
-11.816800,-9.299500,10.408800
-7.530200,-8.602500,10.356800
-6.656100,-9.221900,10.305000
-1.184700,-7.614900,10.253500
-9.526600,-7.534000,10.202200
-3.616600,-13.587400,8.207200
-12.253800,-6.827800,1.710500
1.969900,-7.990000,-7.222500
0.141800,-8.603000,10.137700
-4.827500,1.008000,-22.686400
-6.266600,6.862800,-27.146000
0.344300,9.893100,-28.707000
-5.967700,10.079600,-27.586400
-4.689100,12.183400,-26.083000
-5.838200,22.943900,-23.626700
-2.663400,15.520400,-19.552800
2.249500,10.540900,-9.715500
-10.146400,11.303200,3.513700
-2.129200,9.766800,10.995000
-0.455200,0.383600,10.940000
-12.001100,-2.478000,10.885300
-0.199900,-3.700000,10.830900
2.077000,-2.511400,10.776700
-5.366100,-11.266100,10.722800
-4.698300,-9.015000,10.669200
-7.829900,-7.606800,10.615900
-11.861000,-4.158600,10.562800
-10.133600,-11.894700,10.510000
-9.584900,-12.338000,10.457400
-5.166400,-10.751200,10.405200
-11.677300,-3.843800,10.227400
1.766600,-7.828100,6.063200
-3.010700,-4.876900,-0.265500
2.597400,-9.952200,-8.369000
-4.026200,-1.406900,-16.572400
1.770500,-1.113900,-22.992900
-3.426300,4.396500,-27.910900
1.421300,8.902300,-28.391000
0.365700,13.256900,-27.772400
-3.089200,21.090400,-19.972100
5.595800,23.467500,-2.766700
2.846300,10.704000,11.046700
0.377600,1.888000,10.991500
3.271100,-7.758500,10.936600
-0.081500,-9.995500,10.881900
0.288200,-9.540400,10.827500
-1.605300,-8.718200,10.773300
-2.715000,-6.620500,10.719500
-1.164300,-6.646900,10.665900
-1.904400,-10.255000,2.324900
-2.736100,-8.864400,-8.772700
0.404200,-7.254500,-17.989300
-4.261500,-1.453600,-23.418500
-5.415000,3.508000,-27.304900
-7.165700,14.114100,-28.054900
-2.599700,15.163600,-26.830300
-11.506400,15.349900,-22.842800
3.354600,8.784100,-15.055200
0.933300,4.896300,-0.093000
3.252100,13.231600,11.452700
0.364300,4.982000,11.395400
-2.235100,-4.973000,11.338500
-1.344500,-11.580200,11.281800
-5.093500,-9.053400,11.225400
-0.511600,-9.289400,11.169200
-8.447000,-8.375500,11.113400
-4.770600,-6.186500,11.057800
1.046400,-5.879100,11.002500
-5.519400,-6.345400,7.621400
-9.240300,-8.863500,-2.871100
-4.044300,-3.848200,-13.797300
-5.346700,-1.014600,-22.686200
0.594800,6.146800,-27.937000
-0.788000,-3.249300,-3.399700
-0.939000,20.001600,-24.880200
0.555100,14.816200,-11.849200
0.216400,9.382600,5.904200
-4.634200,5.558600,11.417000
-5.049500,-1.251300,11.359900
-4.819300,-6.037400,11.303100
-7.104400,-3.783800,11.246600
-7.898200,-4.968300,11.190400
-4.920400,-7.824600,11.134400
4.779400,-6.987200,11.078700
17.959900,-7.497900,11.023400
-9.294200,-7.741600,10.968200
3.730300,-8.896800,10.913400
-0.706500,-8.835700,10.858800
-0.474200,-6.706300,10.804500
-11.166900,-8.071600,10.750500
3.558900,-6.653900,10.696800
-11.128900,-5.746000,10.643300
-5.256200,-6.039000,10.590100
-9.681500,-4.185800,10.537100
-5.984600,12.702300,10.484400
-1.934500,-5.510500,10.432000
0.088800,-5.535300,10.379800
-6.226700,-4.842800,8.915400
-8.273600,-5.354800,6.232800
-5.329600,-6.235900,1.409300
-4.530900,-3.981400,-3.032600
-4.665500,-1.683300,-7.550000
9.031700,-3.910100,-10.012000
-10.625900,-1.683900,-12.554700
-3.633300,-0.977200,-14.600900
19.595700,0.872100,-16.241300
4.024600,0.817700,-18.126100
4.502500,3.337300,-20.675900
19.238200,4.671800,-21.680700
-3.801900,7.929900,-22.730400
-7.822200,6.014800,-22.466600
-1.051000,7.245300,-21.668000
-2.594700,5.052400,-21.125900
8.759200,5.987500,-22.056900
-7.915900,7.470800,-22.976100
-2.550200,9.740300,-24.145700
-7.482300,11.419300,-24.851900
-10.902600,11.907900,-24.965900
-3.348700,12.184400,-24.907800
-4.123100,12.578600,-25.002500
-6.950200,11.200300,-24.427100
11.250500,11.999800,-24.386000
28.210900,15.523900,-25.043300
-3.595400,14.078400,-24.672700
11.114000,16.207600,-24.942500
24.587000,17.668300,-24.991800
-1.666000,17.470400,-24.242400
9.383000,21.665400,-24.442900
19.216100,21.704800,-23.200700
-11.268500,22.753800,-22.241100
7.973700,22.640100,-20.671500
4.390300,22.526900,-19.722100
15.358900,22.414200,-17.881500
8.495200,22.302200,-14.863300
27.649900,22.190600,-9.782200
3.379200,22.079700,-6.904700
-11.548400,21.969300,-3.495700
9.994900,21.859400,0.332200
-6.393300,18.095100,6.972100
-11.508700,18.898300,13.795000
7.220000,13.947200,13.726100
-11.487200,9.676100,13.657400
-11.429800,12.835300,13.589200
5.408700,3.679800,13.521200
-0.957200,-0.046600,13.453600
0.508400,-6.280400,13.386300
-11.397400,-6.985300,13.319400
-9.257700,-10.370100,13.252800
-5.238900,-10.225300,13.186500
7.386500,-7.924600,13.120600
-11.304900,-7.463200,13.055000
-6.356000,-10.545200,12.989700
2.969700,-8.648000,12.924800
-7.342300,-5.106500,12.860200
-5.670800,-8.514900,8.680900
-5.375600,-10.395500,-1.783500
4.316900,-6.511600,-13.353800
-4.457600,-1.348300,-21.065300
-4.645000,3.307800,-25.909600
3.101700,2.540600,-25.980200
-3.960500,5.916500,-25.659600
-6.962400,8.551200,-22.786100
1.675200,21.764700,-19.202400
15.807800,14.831500,-15.243500
-11.163900,21.581800,-11.144700
8.044500,21.473800,-6.616000
6.846100,14.754100,-1.645300
-4.846000,16.067300,6.041100
5.916200,5.256100,13.674200
-5.387500,0.587600,13.605800
6.761900,-0.525800,13.537800
-1.595800,-6.294900,13.470100
-0.270000,-13.105100,13.402800
-6.471800,-14.138200,13.335700
-5.498100,-11.303200,13.269100
-7.827400,-5.303400,13.202700
-2.381200,-10.131100,13.136700
-1.180100,-8.743600,13.071000
-2.146500,-9.350400,8.886000
-4.533100,-6.374900,1.570900
8.076800,-2.301400,-5.783900
-0.699800,2.326100,-11.846000
-3.289100,-2.346800,-17.148700
-4.128200,5.014300,-20.546900
-10.591800,8.883100,-24.597800
-5.520100,7.823500,-25.690200
5.257400,9.168900,-24.882600
13.092800,19.153300,-23.974100
-4.054400,21.370900,-22.908200
-11.025900,14.978200,-21.263800
-1.393400,17.510300,-20.595000
-4.262700,21.101600,-20.275200
-2.773500,20.996100,-19.594700
-10.928700,20.891100,-18.669900
-6.610800,16.809900,-17.199100
3.609800,20.702600,-13.600500
7.888400,20.599100,-9.865000
-5.767800,20.496100,-7.587500
-4.218500,20.393600,-3.743900
-8.827700,19.653600,0.921800
0.303000,18.733200,4.568000
13.434400,17.943700,7.047400
-10.873100,17.799100,10.715400
5.760100,16.759300,12.034400
17.872900,15.164600,10.277500
8.682700,17.533800,8.410300
-5.835300,17.436600,6.709600
11.123000,18.259800,6.545000
24.040700,17.334400,6.233500
-0.882200,17.371700,5.415900
27.920700,18.774200,4.569000
-4.527600,17.834300,4.055300
10.655900,16.799100,4.130300
24.412400,18.030600,5.961300
-4.125100,15.850500,8.898400
-5.643900,13.273800,13.174400
8.144000,13.319400,14.003900
8.930200,12.807200,13.933900
10.930200,10.317200,13.864200
-0.079300,10.587300,13.794900
0.626500,10.501000,13.725900
7.620000,11.692500,13.657300
1.281100,9.799100,13.589000
1.010200,11.301400,13.521100
3.736100,11.669100,13.453500
5.628600,12.020700,13.386200
7.673700,12.494400,13.169700
-0.567100,14.197700,7.947000
1.699600,18.115400,1.058400
6.202200,18.024800,-3.958500
0.154000,17.934700,-8.607100
4.173500,17.845000,-11.843100
1.581300,17.755800,-14.612600
3.310600,17.667000,-15.940700
0.441600,17.578600,-16.280400
-0.699700,17.490700,-16.587500
-3.250900,17.403300,-16.561700
5.944900,17.316300,-17.486900
-3.235700,17.229700,-17.871300
0.581400,17.143500,-18.292000
-8.155400,17.057800,-18.319700
7.239400,16.972500,-18.073200
1.009600,16.887700,-17.668200
-3.506500,16.803200,-17.313000
-8.788900,16.719200,-16.559200
6.268300,16.635600,-14.944100
14.291600,16.552500,-13.241700
8.448400,16.469700,-13.342300
-8.201300,16.387300,-13.680700
27.275000,16.305400,-12.663900
-2.617800,16.223900,-13.418000
-0.128800,16.142800,-13.312700
3.136600,16.062000,-13.250900
5.549300,15.981700,-13.127500
-5.183100,15.901800,-12.933200
4.494100,15.822300,-13.197400
3.606600,15.743200,-13.810500
6.431600,15.664500,-14.513600
5.875100,15.586200,-15.701700
8.128700,15.508200,-16.662200
4.644600,15.383600,-17.243700
2.774500,14.806300,-18.034500
3.554200,15.279700,-18.409000
7.065700,12.654100,-19.108100
2.474000,10.157700,-19.167500
9.763300,9.070300,-20.141600
7.676900,7.854900,-20.367400
9.704700,4.303000,-19.767500
5.171200,1.888900,-19.921300
7.199600,0.120800,-19.337900
7.590100,-0.530400,-18.025900
9.108300,-2.534300,-16.992000
3.014600,-3.441400,-16.628300
-3.663500,-3.171600,-16.726200
-5.453900,-3.332100,-17.043000
6.393300,-3.067600,-17.698900
-5.820800,-1.508100,-17.829600
11.754700,-0.876200,-17.931100
-6.062500,1.051300,-18.301400
18.553600,1.403500,-18.934300
11.909900,-0.064300,-17.862600
4.756000,1.995000,-18.931400
-2.571800,2.495000,-19.303900
-6.776900,5.425500,-19.526700
1.378400,5.276900,-19.395700
5.072300,6.406300,-18.028500
1.050600,7.043900,-17.619100
2.830300,9.255900,-18.427000
-1.594900,8.513700,-16.211600
-0.195200,11.385600,-17.214800
-3.628200,11.674300,-16.759300
-8.829000,14.706100,-17.118800
8.270600,14.632600,-16.251600
-6.100000,14.559400,-14.123300
-3.443300,14.486600,-8.705100
-8.673600,14.414200,0.658500
-5.017500,12.164600,15.103600
1.315500,2.864700,18.513900
-0.383100,-4.093800,18.421300
-2.249500,-20.030200,18.329200
-6.127300,-23.137600,18.237600
-12.433200,-22.831300,18.146400
-12.199500,-21.940300,18.055700
-12.310000,-21.599400,17.965400
-12.248500,-19.944800,17.875500
-6.070000,-19.216000,17.786200
-6.852200,-19.417800,17.697200
-5.950600,-16.427700,17.471100
-1.536000,-18.049400,17.521400
-5.527100,-14.889800,17.433800
-4.777400,-14.615200,17.346600
-1.105000,-14.208500,17.259900
-3.587400,-14.187500,17.173600
-5.461600,-14.519300,17.045400
-3.985400,-13.233700,14.245900
-9.081900,-13.656100,9.120200
-9.436800,-13.966700,6.455700
-5.181200,-12.884100,3.725800
-8.065000,-12.045100,0.511500
-6.163500,-11.246200,-1.869300
-6.637900,-10.839600,-4.569500
-8.079800,-9.274600,-7.639900
5.922900,-6.964300,-11.426400
-2.001800,-4.770500,-14.965300
-6.660200,-1.727300,-17.545200
-6.014400,1.529400,-19.635600
-7.561900,5.370400,-21.110200
-10.388500,7.721800,-21.386000
5.994400,9.046300,-20.559300
-11.596200,13.941100,-21.507500
-1.982200,6.753300,-20.351400
7.762400,13.241900,-20.197200
-4.739700,15.005900,-19.057200
-6.095800,15.834000,-18.030200
-11.296100,15.773300,-15.952600
-8.449100,15.694400,-12.591300
4.321000,15.149500,-6.663700
-2.759200,12.940900,1.336100
-11.422000,14.861300,11.011800
0.907800,5.543200,18.145700
-11.369500,4.316800,18.055000
-0.219500,-0.325500,17.964700
-6.774200,-6.393500,17.874900
-7.691200,-13.279500,17.785500
-3.284600,-18.050700,17.696600
7.620000,-19.976500,17.608100
-6.637800,-19.347600,17.520100
1.333300,-18.338200,17.432500
-0.300900,-18.291700,17.345300
-9.142900,-19.494300,17.258600
-11.165700,-18.991700,17.172300
-11.131300,-16.416000,17.086500
-0.788000,-14.294000,17.001000
-3.379200,-15.454600,16.916000
-11.054800,-11.180800,16.831400
-6.438400,-12.411700,16.747300
-8.827400,-11.751500,16.663500
-1.260000,-10.965900,16.580200
23.015300,-10.918200,16.497300
-6.132400,-11.073400,16.414800
-8.377600,-11.766300,15.234800
-3.958000,-12.405700,13.399900
-10.939600,-12.388900,9.853700
-6.443000,-11.218900,7.323700
1.062500,-11.965800,4.696700
-7.076200,-11.184000,1.308300
-8.368100,-10.136700,-2.451500
4.847200,-9.139900,-5.782700
-6.885000,-7.371300,-9.905000
1.804700,-4.720200,-13.215600
-10.117200,-2.725900,-16.628800
-6.878100,1.255500,-18.861900
5.426600,3.842000,-20.840900
6.066700,8.179000,-22.090200
-10.497200,13.052000,-21.543700
-4.963700,11.685600,-20.814000
-8.985300,13.912500,-19.041800
-2.532300,13.676100,16.929600
13.346600,16.883800,-17.515600
-0.038900,16.799400,-16.296100
0.657100,16.715400,-14.465500
-10.687100,16.631800,-8.747700
0.800200,16.548600,-2.438900
-1.277000,12.739400,6.528700
1.453200,10.016200,17.109600
-3.434600,3.217400,17.024000
-7.101600,-2.539500,16.938900
-1.149000,-7.933900,16.854200
-10.580100,-15.441300,16.769900
-4.977100,-18.400100,16.686100
-3.012400,-21.575300,16.602700
-10.127400,-21.067000,16.519700
-8.244200,-20.918800,16.437100
-10.395400,-18.567000,16.354900
0.747300,-16.670200,16.273100
0.193100,-11.317900,0.099600
-10.348100,-13.653900,16.191200
-8.885600,-13.335400,16.110300
5.704900,-14.920200,16.029700
-7.044300,-12.979700,11.431900
-8.615200,-11.344400,5.224100
-9.115500,-15.427000,-1.333900
1.839700,-13.288500,-8.140400
-2.182600,-4.800400,-14.009600
-1.287600,-10.054800,-18.927300
10.038300,3.748000,-21.096500
1.423500,9.136400,-22.394700
-5.010700,10.287000,-22.573400
-1.382500,10.342800,-21.097500
4.308000,16.239100,-16.857400
-2.340800,13.572300,-9.888500
-4.283200,-17.765800,9.049000
-2.138500,10.976700,14.220200
-0.907700,-1.117300,16.531500
-0.862600,-4.657700,16.448900
-10.142700,-11.940800,16.366600
8.157400,-11.814400,16.284800
15.037000,-8.390400,16.203400
3.439800,-15.492900,16.122400
4.461600,-12.665400,16.041800
-7.261500,-19.010000,15.961600
1.542100,-18.266800,15.881700
5.933400,-17.493900,15.802300
2.593700,-15.504800,15.723300
-5.555000,-16.599700,15.644700
-6.158700,-15.856600,15.566500
-0.115500,-14.264100,15.488700
-6.811200,-11.469000,15.411200
-5.952700,-10.811100,15.334200
16.079800,-6.589100,15.257500
-7.945500,-9.542100,15.084100
-6.454500,-10.750200,10.075800
-10.146900,-6.559500,0.848300
-6.659800,-9.581800,-8.790600
-2.932800,-3.926600,-16.341400
2.584300,-4.178600,-21.123500
-2.380600,1.482900,-23.184100
2.611900,-1.822600,-21.230800
3.423400,1.744400,-19.318300
-6.090200,5.207800,-15.809200
-6.889000,10.758000,-10.768700
0.158700,7.453800,-3.394100
-10.015300,12.661600,6.796100
15.385600,12.595900,15.717000
-9.803800,-0.418900,15.638400
-9.993100,7.509200,15.560200
5.172500,-1.524400,15.482400
-9.969000,-3.799700,15.405000
1.100000,-6.359100,15.328000
-9.059600,-9.711300,15.251300
-4.801100,-13.051400,15.175100
-9.855400,-11.508700,15.099200
-3.424300,-13.495800,15.023700
3.506000,-13.966900,14.948600
4.515600,-17.874300,14.873800
4.540700,-18.116200,14.799500
13.435300,-17.429900,14.725500
-0.484500,-17.378500,14.651800
-3.415600,-17.234400,14.578600
8.747900,-17.384100,14.505700
5.713400,-17.068400,14.433200
8.582600,-16.334900,14.361000
8.127400,-17.659200,14.289200
9.971800,-17.556600,14.217700
-3.618500,-16.701500,14.146700
0.839200,-17.368700,14.075900
5.153100,-17.560600,14.005500
-7.467100,-15.051600,13.935500
1.861700,-14.430700,13.865800
-0.466300,-14.987600,13.796500
-0.421100,-14.924600,13.727500
-3.633700,-10.534300,13.658900
-7.230600,-14.926000,13.590600
6.362700,-14.815600,13.522600
-2.512600,-13.197300,13.455000
7.844800,-15.769400,13.387800
-3.006300,-14.289300,13.320800
-0.088700,-15.287900,13.254200
5.499900,-14.901600,13.187900
-5.503900,-15.346600,13.122000
-6.398600,-14.557300,13.056400
-10.041200,-14.973100,12.991100
-9.991000,-15.479700,12.926200
-9.941100,-15.909900,12.861500
-9.891400,-14.586400,12.797200
-9.841900,-14.001100,12.733200
-9.792700,-15.063000,12.669600
-7.777700,-12.428300,12.606200
8.213300,-10.700400,12.543200
1.197000,-8.540300,12.480500
2.670900,-8.321300,12.418100
1.013200,-3.828100,12.356000
0.391000,-4.397600,12.294200
3.987400,-6.327300,12.232700
4.608500,-3.824500,12.171600
2.698100,-3.192900,12.110700
0.656600,-1.234800,12.050100
5.645800,0.785100,11.989900
2.317100,0.552400,11.929900
2.274500,3.640400,11.870300
2.310800,4.511100,11.810900
-1.997400,5.932700,11.751900
3.214800,5.907800,11.693100
1.623500,5.873500,11.634700
2.480500,8.198500,11.576500
1.183600,9.332400,11.518600
2.469300,11.723600,11.461000
1.742000,12.017700,11.403700
1.971600,13.320700,11.346700
3.942100,14.102400,11.290000
1.618000,-7.594200,10.767000
10.296100,18.747800,5.763600
10.206500,20.655800,1.030700
9.402400,20.578800,-3.926500
8.773900,20.904200,-8.758700
10.317200,20.702600,-12.837600
7.236700,20.696200,-16.016700
9.419100,20.592700,-18.269600
10.854300,20.009000,-19.629600
9.186700,18.488600,-20.067600
10.823200,16.921100,-21.225500
11.829500,14.200800,-22.251300
10.416800,11.479900,-22.759700
12.616700,6.654000,-22.429000
12.012700,3.498900,-20.705900
11.426000,-0.395800,-17.266100
11.478500,-3.830100,-12.182600
11.228000,-3.191400,-7.724900
11.991700,-5.718100,-3.477800
11.943600,-7.479200,0.171300
9.334000,-7.072500,3.349400
10.405000,-5.581100,5.977900
10.372100,-7.736000,8.188000
9.007100,-4.732800,10.086900
10.027300,-7.780900,11.018300
3.404800,-8.783400,11.601800
5.246500,-8.505900,11.956100
4.264700,-8.940000,12.081600
8.606700,-8.840500,12.021200
4.452900,-7.981300,11.906900
6.642100,-9.314000,11.380300
5.264900,-10.787800,11.626000
4.483100,-12.001700,11.189000
3.421700,-8.007300,11.730600
0.878600,-4.611900,11.671900
8.006600,-10.289100,11.613600
8.052400,-11.403000,11.555500
5.595700,-14.246100,11.497700
3.148900,-10.340600,11.440200
-0.348400,-11.990300,11.383000
3.518600,-8.706100,11.326100
3.300800,-5.052300,11.269500
4.216100,-1.507300,11.213100
-2.303500,3.075700,11.157100
6.198800,3.646600,11.101300
1.892600,10.717900,11.045800
7.030500,12.101300,10.990600
6.995400,12.040800,10.935600
2.837700,-5.720700,-11.728800
-2.207100,-8.878200,-8.591300
-1.092700,-11.776900,-6.427400
3.376200,-9.056100,-3.645200
3.028100,-8.038600,-0.860300
1.154200,-9.347200,2.527900
3.960400,-8.552200,5.658500
5.141600,-8.385500,8.044300
2.070400,-8.017100,9.379100
2.939400,-7.774500,10.364000
2.834100,-8.414700,9.764100
2.057400,-9.850200,9.062300
2.557100,-12.176800,9.281500
3.025700,-13.881800,10.716800
4.507100,-14.632100,10.663200
5.440200,-12.888400,10.609900
3.396900,-10.710200,10.556800
3.961400,-6.331500,10.504000
4.515900,-0.025200,10.451500
5.332100,4.154700,10.399300
8.358200,10.029600,10.347300
8.816800,16.845000,10.295500
10.073900,18.181100,1.148600
7.926400,21.525900,-9.845400
8.163200,21.418300,-16.425800
7.433700,21.311200,-19.329600
7.913700,21.204700,-21.070300
7.242600,21.098600,-21.258100
6.331800,20.205000,-21.811900
4.408000,19.784600,-21.116600
7.312300,19.063700,-21.664000
3.212700,-12.637900,11.000900
7.464700,18.526400,-23.142900
9.205100,15.988700,-23.911300
10.448300,10.096500,-23.660700
10.636700,6.917100,-22.767900
5.531500,1.842400,-21.059800
3.478200,-1.712800,-17.861300
9.413700,-3.879900,-13.206100
2.260400,-5.261800,-9.799000
8.580800,-7.647100,-5.057800
9.403000,-5.986000,0.946500
8.979400,-4.445200,6.563400
7.731100,-6.138800,10.293400
7.792500,-5.567200,10.270500
6.335700,-8.260800,10.185800
6.878300,-12.601900,11.438400
8.833800,-8.401900,11.499800
7.128600,-8.869900,11.442300
4.555000,-5.961100,11.385100
5.344900,0.965200,11.328100
5.730400,7.323100,11.271500
5.985300,15.667700,10.229100
7.108800,20.760600,-4.132200
5.293100,20.694300,-15.071100
4.160900,20.590800,-20.545900
4.928900,18.172200,-21.739500
5.983800,13.248500,-22.982000
5.779900,9.433700,-22.969600
4.571400,3.090500,-21.796700
5.218200,-4.962900,-15.529900
5.313600,-7.802500,-4.128000
2.198600,-9.210000,7.331200
4.191800,-8.880400,9.646600
2.536000,-8.669200,11.056800
1.014900,-11.144700,9.805300
1.457800,-13.986800,11.422000
8.902300,-5.068600,7.690200
3.608000,-11.558500,11.623700
2.164900,-6.575000,11.565600
2.344700,-2.941300,11.507800
5.719300,2.042100,11.450200
8.040400,14.769200,10.847800
5.476500,17.693200,-3.004200
5.082100,17.163900,-13.226800
7.113300,18.395900,-18.791800
0.062000,18.463600,-20.220600
8.273700,12.642400,-21.070300
8.806600,8.728200,-21.994400
6.613100,2.822300,-20.921700
6.541900,-4.326600,-15.000100
8.720700,-7.243300,-4.818600
8.341100,-7.552600,5.335800
7.019700,-6.390100,10.201500
5.218700,-7.821300,9.063900
5.180700,-11.428300,11.425400
6.946900,-10.513200,11.853800
5.694400,-10.772800,11.794600
3.981100,-2.661900,11.735600
4.566500,0.220600,11.676900
4.565100,7.068400,11.618500
4.528000,13.824700,11.560400
4.607800,20.396500,3.767900
-1.039200,20.294500,-8.671400
2.171200,20.193100,-17.426200
3.552000,17.907400,-21.366500
5.066600,13.013700,-22.768100
4.876800,7.963300,-23.352500
3.975500,0.369200,-20.373700
4.041400,-6.033500,-13.315700
5.334200,-9.141800,-3.402400
4.178000,-9.360600,4.655000
2.217300,-9.158900,9.309700
1.546100,-8.703200,10.468900
-0.094000,-12.918200,10.028100
-1.547200,-14.638500,11.964900
-1.317800,-14.875100,11.905000
-0.860900,-13.621100,11.845500
-1.433200,-10.297800,11.786300
0.137200,-6.547800,11.727400
2.405200,-2.559200,11.668700
5.433900,6.428100,11.610400
6.996200,10.208900,10.442400
7.325900,19.728100,-3.467200
5.301800,20.303300,-14.085400
5.723300,20.201800,-19.233800
6.476300,18.600000,-20.424500
8.338400,13.762400,-21.840400
8.728100,5.026500,-21.240300
8.429400,-1.230300,-16.263100
7.696200,-6.407300,-6.115800
7.395600,-8.112500,4.597900
6.391100,-6.782700,9.653200
4.753000,-8.741000,9.547800
5.372600,-9.255000,10.760700
6.308500,-11.131800,11.940700
5.764600,-9.369900,11.881000
3.605400,-5.703200,11.821600
3.260900,1.460200,11.762500
4.112000,8.225500,11.703600
4.329700,14.828300,11.645100
4.091200,20.124900,-4.078600
2.107100,20.024300,-15.756600
2.763900,19.143100,-19.972100
2.835800,17.617600,-21.521300
3.205300,11.550400,-23.201000
2.524400,3.514300,-21.891100
3.855800,-5.127600,-14.861200
3.815100,-7.868600,-4.327700
3.348000,-8.522800,5.006800
1.391500,-7.136100,9.676400
-0.216900,-10.451000,10.159400
0.065400,-13.503800,10.463700
1.797500,-15.030600,12.038400
2.174600,-11.576300,11.978200
0.807800,-9.368900,11.918300
2.374200,1.494600,11.858700
5.472200,10.742900,11.799400
7.434700,16.415600,2.180300
7.009000,15.840300,-11.523600
6.514100,18.415800,-18.062300
7.163100,18.299900,-19.978500
7.120100,12.312700,-21.839800
7.344200,3.972400,-21.025200
7.712600,-3.980600,-14.545500
7.547800,-6.517700,-3.150900
7.171600,-9.597300,6.468500
5.410500,-7.914600,10.106100
3.886900,-10.684600,10.341500
3.693500,-14.815800,12.145600
4.847500,-13.817100,12.084900
4.627800,-11.267300,12.024400
2.760200,-6.564000,11.964300
2.021900,1.480600,11.904500
3.155700,8.681900,11.845000
4.000200,15.010800,8.111700
2.729100,19.751800,-6.529800
1.829000,19.821700,-15.988800
2.282100,19.260900,-20.553400
2.501900,17.108000,-21.775600
2.053300,12.847300,-23.289600
2.848500,4.854700,-22.844300
2.343300,-1.599000,-18.733700
2.248200,-7.651100,-8.631200
2.549100,-9.514500,1.918800
1.788100,-7.696300,8.028800
-0.334600,-8.744500,9.892700
-0.761900,-12.675700,10.010100
-0.355300,-14.714200,12.287700
1.347900,-14.071100,12.226200
1.503300,-11.079100,12.165100
0.444800,-6.662700,12.104300
1.784200,1.842300,12.043800
4.982900,10.312000,11.983500
6.642800,17.423800,2.709000
6.254500,19.371800,-10.907000
5.863400,18.981900,-17.372500
6.270200,18.865500,-19.742500
7.292100,14.162400,-21.726600
0.223300,-2.327600,12.258800
4.866700,-0.485800,-19.060300
