Time,X,Y,Z
0.628,0.093295,-0.112111,0.693306
0.632,0.074742,-0.080363,0.693377
0.636,0.084441,-0.124709,0.762958
0.64,0.09654,-0.111732,0.736721
0.644,0.119968,-0.04981,0.748654
0.648,0.143115,-0.052533,0.70071
0.652,0.078935,-0.064785,0.767746
0.656,0.100401,-0.076628,0.741414
0.66,0.091205,-0.095448,0.671999
0.664,0.091447,-0.054911,0.705513
0.668,0.07538,-0.085691,0.724717
0.672,0.085406,-0.035762,0.636067
0.676,0.12564,-0.017227,0.62881
0.68,0.106539,-0.105214,0.715098
0.684,0.097257,-0.10018,0.767817
0.6880000000000001,0.071834,-0.005754,0.703014
0.6920000000000001,0.093541,-0.070683,0.741307
0.6960000000000001,0.122179,-0.15112,0.746204
0.7000000000000001,0.037397,-0.100887,0.662385
0.704,0.036318,-0.079892,0.803644
0.708,0.096408,-0.066496,0.717321
0.712,0.054477,-0.060237,0.686099
0.716,0.090774,-0.108228,0.710043
0.72,0.058163,-0.025912,0.700311
0.724,0.082356,0.003458,0.695335
0.728,0.084929,-0.009929,0.711952
0.732,0.037872,0.003019,0.707019
0.736,0.078689,0.016393,0.606323
0.74,0.095319,0.02969,0.663688
0.744,0.127953,0.017245,0.618124
0.748,0.120054,0.019262,0.716271
0.752,0.069981,0.003012,0.632504
0.756,0.051413,0.00609,0.699643
0.76,0.073237,-0.014215,0.711754
0.764,0.071156,-0.02916,0.623335
0.768,0.137263,-0.048717,0.714549
0.772,0.077654,-0.13116,0.65987
0.776,0.141285,-0.104038,0.700915
0.78,0.104996,-0.099038,0.749092
0.784,0.128275,-0.129719,0.770947
0.788,0.062032,-0.188267,0.723458
0.792,0.090807,-0.149933,0.759645
0.796,0.088296,-0.094136,0.814807
0.8,0.120637,-0.176056,0.798237
0.804,0.102017,-0.071117,0.757479
0.808,0.064542,-0.00824,0.716577
0.812,0.142424,-0.162592,0.702339
0.8160000000000001,0.080877,-0.098076,0.702331
0.8200000000000001,0.079433,0.010285,0.615923
0.8240000000000001,0.145455,0.117863,0.802184
0.8280000000000001,0.184343,-0.093156,0.612931
0.8320000000000001,0.124278,0.01718,0.706094
0.836,-0.007897,0.287244,0.607085
0.84,0.190919,0.304433,0.967732
0.844,0.148737,0.391707,1.086315
0.848,0.208586,0.068401,0.819946
0.852,0.07691,-0.015056,0.843686
0.856,0.1293,-0.028659,0.769268
0.86,0.065322,0.016581,0.804922
0.864,0.114954,-0.072242,0.730649
0.868,0.065182,-0.051419,0.697048
0.872,0.04463,0.032749,0.69445
0.876,0.099439,-0.036804,0.682462
0.88,0.087564,0.01231,0.735032
0.884,0.101642,-0.018851,0.660779
0.888,0.117715,-0.039514,0.584225
0.892,0.199495,0.002742,0.689498
0.896,0.086889,-0.043016,0.905024
0.9,0.025683,-0.093718,0.857338
